id,text,gold,best_summary,best_model_by_rsa,best_model_by_uniqueness,rsa_scores,uniqueness_scores,summary_facebook/bart-large-cnn,summary_sshleifer/distilbart-cnn-12-6,summary_Falconsai/text_summarization,rouge_rouge1,rouge_rouge2,rouge_rougeL,bertscore_precision,bertscore_recall,bertscore_f1
https://openreview.net/forum?id=r1rhWnZkg,"Summary: The paper presents low-rank bilinear pooling that uses Hadamard product (commonly known as element-wise multiplication). The paper implements low-rank bilinear pooling on an existing model (Kim et al., 2016b) and builds a model for Visual Question Answering (VQA) that outperforms the current state-of-art by 0.42%. The paper presents various ablation studies of the new VQA model they built.----------------Strengths:----------------1. The paper presents new insights into element-wise multiplication operation which has been previously used in VQA literature (such as Antol et al., ICCV 2015) without insights on why it should work. ----------------2. The paper presents a new model for the task of VQA that beats the current state-of-art by 0.42%. However, I have concerns about the statistical significance of the performance (see weaknesses below).----------------3. The various design choices made in model development have been experimentally verified. ----------------Weaknesses/Suggestions:----------------1. When authors explicitly (keeping rest of the model architecture same) compared low-rank bilinear pooling with compact bilinear pooling, they found that low-rank bilinear pooling performs worse. Hence, it could not be experimentally verified that low-rank bilinear pooling is better in performance than compact bilinear pooling (at least for the task of VQA).----------------2. The authors argue that low-rank bilinear pooling uses 25% less parameters than compact bilinear pooling. So, could the authors please explain how does the reduction in number of parameters help experimentally? Does the training time of the model reduce significantly? Can we train the model with less data? ----------------3. One of the contributions of the paper is that the proposed model outperforms the current state-of-art on VQA by 0.42%. However, I am skeptical that the performance of the proposed model is statistically significantly better than the current state-of-art.----------------4. I would like the authors to explicitly mention the differences between MRN, MARN and MLB. It is not very clear from reading the paper.----------------5. In the caption for Table 1, fix the following: “have not” -> “have no” ----------------Review Summary: I like the insights about low-rank bilinear pooling using Hadamard product (element-wise multiplication) presented in the paper. However, it could not be justified that low-rank bilinear pooling leads to better performance than compact biliear pooling. It does lead to reduction in number of parameters but it is not clear how much that helps experimentally. So, to be more convinced I would like the authors to provide experimental justification of why low-rank bilinear pooling is better than other forms of pooling.","The program committee appreciates the authors' response to concerns raised in the reviews. While there are some concerns with the paper that the authors are strongly encouraged to address for the final version of the paper, overall, the work has contributions that are worth presenting at ICLR.",The paper presents low-rank bilinear pooling that uses Hadamard product (commonly known as element-wise multiplication) The proposed model outperforms the current state-of-art on VQA by 0.42,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",The paper presents low-rank bilinear pooling that uses Hadamard product (commonly known as element-wise multiplication) The proposed model outperforms the current state-of-art on VQA by 0.42," The paper implements low-rank bilinear pooling on an existing model (Kim et al., 2016b) and builds a model for Visual Question Answering (VQA) that outperforms the current state-of-",of low-rank bilinear pooling using Hadamard product (element-wise multiplication) The paper presents low-rank bilinear pooling that uses Hadamard product (commonly known as element-wise,0.17948717948717946,0.026315789473684213,0.15384615384615383,0.8174753189086914,0.8402736186981201,0.8287177085876465
https://openreview.net/forum?id=r1rhWnZkg,"Results on the VQA task are good for this simple model, the ablation study of table 1 gives some insights as to what is important. ----------------Missing are some explanations about the language embedding and the importance in deciding embedding dimension and final output dimension, equivalent to deciding the projected dimension in the compact bilinear model. Since the main contribution of the--------paper seems to be slightly better performance with fairly large reduction in parameters vs. compact bilinear something should be said about choice of those hyper parameters. If you increase embedded and output dimensions to equalize parameters to the compact bilinear model are further gains possible?  How is the question encoded? Is word order preserved in this encoding, the compact bilinear model compared to in table 1 mentions glove, the proposed model is using this as well? The meaning of visual attention in this model along with the number of glimpses should be tied to the sentence embedding, so now we are looking at particular spatial components when that part of the sentence is encoded, then we stack according to your equation 9?","The program committee appreciates the authors' response to concerns raised in the reviews. While there are some concerns with the paper that the authors are strongly encouraged to address for the final version of the paper, overall, the work has contributions that are worth presenting at ICLR.","Results on the VQA task are good for this simple model, the ablation study of table 1 gives some insights as to what is important. Missing are some explanations about the language embedding and the importance in deciding embedding dimension",facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}","Results on the VQA task are good for this simple model, the ablation study of table 1 gives some insights as to what is important. Missing are some explanations about the language embedding and the importance in deciding embedding dimension"," Results on the VQA task are good for this simple model, the ablation study of table 1 gives some insights as to what is important . Missing are some explanations about the language embedding and the importance in deciding embedding dimension","in the compact bilinear model, the ablation study of table 1 gives some insights as to what is important. ------------Missing are some explanations about the language embedding and the importance in",0.25287356321839083,0.023529411764705882,0.16091954022988506,0.830254852771759,0.8366507291793823,0.8334404826164246
https://openreview.net/forum?id=r1rhWnZkg,"This work proposes to approximate the bilinear pooling (outer product) with a formulation which uses the Hadamard Product (element-wise product). --------This formulation is evaluated on the visual question answering (VQA) task together with several other model variants.----------------Strength:--------1. The paper discusses how the Hadamard product can be used to approximate the full outer product.--------2. The paper provides an extensive experimental evaluation of other model aspect for VQA.--------3. The full model archives a slight improvement over prior state-of-the-art on the challenging and large scale VQA challenge.----------------Weaknesses:--------1. Novelty: The paper presents only a new “interpretation” of the Hadamard product which has previously been widely used for pooling, including for VQA.--------2. Experimental evaluation:--------2.1. An experimental direct comparison with MCB missing. Although the evaluated model is similar to Fukui et al. several other changes have been made, including question encoding (GRU vs. LSTM), normalization (tanh vs. L2 vs. none). The small difference in performance (0.44% om Table 1) could easily be attributed to these differences.--------2.2. An experimental comparison to the full outer product (e.g. for a lower dimension) is missing. It remains unclear how good the proposed approximation for the full outer product is. While a comparison to MCB is presented this seems insufficient as MCB is a very different model.--------2.3. One of the most important hyper parameters for the Hadamard Product seems to be the dimension of the lower dimensional embedding d. What effect does changing this have?--------2.4. Comparison with other pooling strategies, e.g. elementwise sum instead of elementwise product.--------3. No theoretical analysis or properties of the approximation are presented.--------4. The paper seems to be general at the beginning, but the claim of the benefit of the Hadamard product is only shown experimentally on the VQA dataset.--------5. Related work: The comparison to the related works in the appendix should at least be mentioned in the main paper, even if the details are the supplemental.------------------------Minor--------- It is not clear why the Lu et al, 2015 is cited rather than the published paper from Antol et al.--------- Sect 2, first sentence: “every pairs” -> “every pair”------------------------Summary:--------While the paper provides a new best performance and an interesting interpretation of Hadamard product, to be a strong paper, either a more theoretical analysis of the properties of this approximation is required or a corresponding experimental evaluation. It is a bit unfortunate that most of the experimental evaluation is not about the main claim of the paper (the Hadamard product) but of unrelated aspects which are important to achieve high performance in the VQA challenge.----------------To be more convincing I would like to see the following experiments --------- Comparison with Outer product in the identical model--------- Comparison with MCB in the identical model--------- Comparison with elementwise sum instead of elementwise product--------- One of the most important hyper parameters for the Hadamard Product seems to be the dimension of the lower dimensional embedding d. What effect does changing this have?","The program committee appreciates the authors' response to concerns raised in the reviews. While there are some concerns with the paper that the authors are strongly encouraged to address for the final version of the paper, overall, the work has contributions that are worth presenting at ICLR.",This work proposes to approximate the bilinear pooling (outer product) with a formulation which uses the Hadamard Product (element-wise product) This formulation is evaluated on the visual question answering (VQA) task together,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",This work proposes to approximate the bilinear pooling (outer product) with a formulation which uses the Hadamard Product (element-wise product) This formulation is evaluated on the visual question answering (VQA) task together, This work proposes to approximate the bilinear pooling (outer product) with a formulation which uses the Hadamard Product (element-wise product) This formulation is evaluated on the visual question answering (VQA) task together,"Novelty: The paper presents only a new “interpretation” of the Hadamard product which has previously been widely used for pooling, including for VQA.-----------2. Experimental evaluation:-------",0.14999999999999997,0.0,0.125,0.8045913577079773,0.8363639116287231,0.8201701045036316
https://openreview.net/forum?id=S1J0E-71l,"Summary:--------This paper proposes to use surprisal-driven feedback for training recurrent neural networks where they feedback the next-step prediction error of the network as an input to the network. Authors have shown a result on language modeling tasks.----------------Contributions:--------The introduction of surprisal-driven feedback, which is just the feedback from the errors of the model from the previous time-steps.----------------Questions:--------A point which is not fully clear from the paper is whether if you have used the ground-truth labels on the test set for the surprisal feedback part of the model? I assume that authors do that since they claim that they use the misprediction error as additional input.----------------Criticisms:--------The paper is really badly written, authors should rethink the organization of the paper.--------Most of the equations presented in the paper, about BPTT are not necessary for the main-text and could be moved to Appendix. --------The justification is not convincing enough.--------Experimental results are lacking, only results on a single dataset are provided.--------Although the authors claim that they got SOTA on enwiki8, there are other papers such as the HyperNetworks that got better results (1.34) than the result they achieve. This claim is wrong.--------The model requires the ground-truth labels for the test-set, however, this assumption really limits the application of this technique to a very limited set of applications(more or less rules out most conditional language modeling tasks).----------------High-level Review:--------    Pros: --------        - A simple modification of the model that seems to improve the results and it is an interesting modification.----------------    Cons:--------       - The authors need to use test-set labels.--------       - Writing of the paper is bad.--------       - The authors assume that they have access to the ground-truth labels during the test-set.--------       - Experimental results are lacking","Based on the feedback, I'm going to be rejecting the paper on the following grounds:  1. Results are not SOTA as reported.  2. No real experiments other than cursory experiments on Hutter prize data.  2. Writing is very poor.    However, just for playing devil's advocate, to the reviewers, I would like to point out that I am in agreement with the author that dynamic evaluation is not equivalent to this method. The weights are not changed in this model, as far as I can see, for the test set. Surprisal is just an extra input to the model. I think the reviewers were puzzled by the fact that at test time, the actual sequence needs to be known. While this may be problematic for generative modeling, I do not see why this would be a problem for language modeling, where the goal of the model is only to provide a log prob to evaluate how good a sequence of text is. Long before language modeling started being used to generate text, this was the main reason to use it - in speech recognition, spelling correction etc..",This paper proposes to use surprisal-driven feedback for training recurrent neural networks where they feedback the next-step prediction error of the network as an input to the network. Authors have shown a result on language modeling tasks.,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",This paper proposes to use surprisal-driven feedback for training recurrent neural networks where they feedback the next-step prediction error of the network as an input to the network. Authors have shown a result on language modeling tasks., Authors have shown a result on language modeling tasks . Authors claim that they got SOTA on enwiki8 . Authors need to use test-set labels for the model .,:----------This paper proposes to use surprisal-driven feedback for training recurrent neural networks. Authors have shown a result on language modeling tasks.----------------Contributions,0.19469026548672566,0.044642857142857144,0.10619469026548672,0.8593553304672241,0.8133391737937927,0.8357143402099609
https://openreview.net/forum?id=S1J0E-71l,"This paper proposes to use previous error signal of the output layer as an additional input to recurrent update function in order to enhance the modelling power of a dynamic system such as RNNs. -----------------This paper makes an  erroneous assumption: test label information is not given in most of the real world applications, except few applications. This means that the language modelling task, which is the only experiment of this paper, may not be the right task to test this approach. Also, comparing against the models that do not use test error signal at inference time is unfair. We cannot just say that the test label information is being observed, this only holds in online-prediction problems.-----------------The experiment is only conducted on one dataset, reporting state-of-the-art result, but unfortunately this is not true. There are already more than four papers reporting better numbers than the one reported in this task, however the author did not cite them. I understand that this paper came before the other papers, but the manuscript should be updated before the final decision.-----------------The model size is still missing and without this information, it is hard to judge the contribution of the proposed trick.","Based on the feedback, I'm going to be rejecting the paper on the following grounds:  1. Results are not SOTA as reported.  2. No real experiments other than cursory experiments on Hutter prize data.  2. Writing is very poor.    However, just for playing devil's advocate, to the reviewers, I would like to point out that I am in agreement with the author that dynamic evaluation is not equivalent to this method. The weights are not changed in this model, as far as I can see, for the test set. Surprisal is just an extra input to the model. I think the reviewers were puzzled by the fact that at test time, the actual sequence needs to be known. While this may be problematic for generative modeling, I do not see why this would be a problem for language modeling, where the goal of the model is only to provide a log prob to evaluate how good a sequence of text is. Long before language modeling started being used to generate text, this was the main reason to use it - in speech recognition, spelling correction etc..",This paper proposes to use previous error signal of the output layer as an additional input to recurrent update function in order to enhance the modelling power of a dynamic system such as RNNs.,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",This paper proposes to use previous error signal of the output layer as an additional input to recurrent update function in order to enhance the modelling power of a dynamic system such as RNNs., This paper proposes to use previous error signal of the output layer as an additional input to recurrent update function in order to enhance the modelling power of a dynamic system such as RNNs .,". -----------------This paper makes an erroneous assumption: test label information is not given in most of the real world applications, except few applications. -----------------This paper proposes to use",0.16289592760180993,0.03652968036529681,0.09954751131221719,0.854399561882019,0.8098597526550293,0.831533670425415
https://openreview.net/forum?id=S1J0E-71l,"This paper proposes to leverage ""surprisal"" as top-down signal in RNN. More specifically author uses the error corresponding to the previous prediction as an extra input at the current timestep in a LSTM.----------------The general idea of suprising-driven feedback is interesting for online prediction task. It is a simple enough idea that seems to bring some significant improvements. However, the paper in its current form has some important flaws.----------------- Overall, the paper writing could be improved. In particular, section 2.4 and 2.5 is composed mostly by the equations of the forward and backward propagation of feedback RNN and feedback LSTM. However, author provides no analysis along with those equations. It is therefore not clear what insight the author tries to express in those sections. In addition, feedback RNN is not evaluated in the experimental section, so it is not clear why feedback RNN is described.----------------- The experimental evaluation is limited. Only one dataset enwik8 is explored. I think it is necessary to try the idea on different datasets to see if feedback LSTM sees some consistent improvements.--------Also, author claims state-of-art on enwik8, but hypernetwork, already cited in the paper, achieves better results (1.34 BPC, table 4 in the hypernetworks paper).----------------- Author only compares to methods that do not use last prediction error as extra signal. I would argue that a comparison with dynamic evaluation would be more fair. -------- Feedback LSTM uses prediction error as extra input in the forward prop, while dynamic evaluation  backprop it through the network and change the weight accordingly. Also they don't propagate the prediction error in the same way, they both leverage ""extra"" supervised information through the prediction errors.------------------------In summary:--------Pros: --------- Interesting idea--------- Seems to improve performances----------------Cons:--------- Paper writing--------- Weak evaluation (only one dataset)--------- Compare only with approaches that does not use the last-timestep error signal","Based on the feedback, I'm going to be rejecting the paper on the following grounds:  1. Results are not SOTA as reported.  2. No real experiments other than cursory experiments on Hutter prize data.  2. Writing is very poor.    However, just for playing devil's advocate, to the reviewers, I would like to point out that I am in agreement with the author that dynamic evaluation is not equivalent to this method. The weights are not changed in this model, as far as I can see, for the test set. Surprisal is just an extra input to the model. I think the reviewers were puzzled by the fact that at test time, the actual sequence needs to be known. While this may be problematic for generative modeling, I do not see why this would be a problem for language modeling, where the goal of the model is only to provide a log prob to evaluate how good a sequence of text is. Long before language modeling started being used to generate text, this was the main reason to use it - in speech recognition, spelling correction etc..","This paper proposes to leverage ""surprisal"" as top-down signal in RNN. More specifically, author uses the error corresponding to the previous prediction as an extra input at the current timestep in a LSTM.",facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}","This paper proposes to leverage ""surprisal"" as top-down signal in RNN. More specifically, author uses the error corresponding to the previous prediction as an extra input at the current timestep in a LSTM."," This paper proposes to leverage ""surprisal"" as top-down signal in RNN . More specifically author uses the error corresponding to the previous prediction as an extra input at the current timestep in a LSTM . The","to leverage ""surprisal"" as top-down signal in RNN. This paper proposes to leverage ""surprisal"" as top-down signal in RNN. More specifically author uses the error corresponding to the",0.1719457013574661,0.0273972602739726,0.11764705882352941,0.8441947102546692,0.8121722936630249,0.827873945236206
https://openreview.net/forum?id=BkCPyXm1l,"The paper introduced a regularization scheme through soft-target that are produced by mixing between the true hard label and the current model prediction. Very similar method was proposed in Section 6 from (Hinton et al. 2016, Distilling the Knowledge in a Neural Network). ----------------Pros: --------+ Comprehensive analysis on the co-label similarity.----------------Cons:--------- Weak baselines. I am not sure the authors have found the best hyper-parameters in their experiments. I just trained a 5 layer fully connected MNIST model with 512 hidden units without any regularizer and achieved 0.986 acc. using Adam and He initialization, where the paper reported 0.981 for such architecture. --------- The authors failed to bring the novel idea. It is very similar to (Hinton et al. 2016). This is probably not enough for ICLR.",The reviewers unanimously recommend rejection.,"The paper introduced a regularization scheme through soft-target that are produced by mixing between the true hard label and the current model prediction. Very similar method was proposed in Section 6 from (Hinton et al. 2016, Distilling the",facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}","The paper introduced a regularization scheme through soft-target that are produced by mixing between the true hard label and the current model prediction. Very similar method was proposed in Section 6 from (Hinton et al. 2016, Distilling the", The paper introduced a regularization scheme through soft-target that are produced by mixing between the true hard label and the current model prediction . This is probably not enough for ICLR .,. --------- The authors failed to bring the novel idea. It is very similar to (Hinton et al. 2016). This is probably not enough for ICLR.,0.045454545454545456,0.0,0.045454545454545456,0.8024027943611145,0.8631160855293274,0.831652820110321
https://openreview.net/forum?id=BkCPyXm1l,"Inspired by the analysis on the effect of the co-label similarity (Hinton et al., 2015), this paper proposes a soft-target regularization that iteratively trains the network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss. They claim that this prevents the disappearing of co-label similarity after early training and  yields a competitive regularization to dropout without sacrificing network capacity.----------------In order to make a fair comparison to dropout,  the dropout should be tuned carefully. Showing that it performs better than dropout regularization for some particular values of dropout (Table 2) does not demonstrate a convincing advantage. It is possible that dropout performs better after a reasonable tuning with cross-validation.----------------The baseline architectures used in the experiments do not belong the recent state of art methods thus yielding significantly lower accuracy. It seems also that experiment setup does not involve any data augmentation, the results can also change with augmentation. It is not clear why number of epochs are set to a small number like 100 without putting some convergence tests.. Therefore the significance of the method is not convincingly demonstrated in empirical study.----------------Co-label similarities could be calculated using softmax results at final layer rather than using predicted labels.  The advantage over dropout is not clear in Figure 4, the dropout is set to 0.2 without any cross-validation.  ------------------------Regularizing by enforcing the training steps to keep co-label similarities is interesting idea but not very novel and the results are not significant.----------------Pros : --------- provides an investigation of regularization on co-label similarity during training----------------Cons:---------The empirical results do not support the intuitive claims regarding proposed procedure--------Iterative version can be unstable in practice",The reviewers unanimously recommend rejection.,This paper proposes a soft-target regularization that trains the network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss. They claim that this prevents the disappearing of co-label similarity after early,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",This paper proposes a soft-target regularization that trains the network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss. They claim that this prevents the disappearing of co-label similarity after early, Paper proposes soft-target regularization that trains network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss . They claim that this prevents the disappearing of co-label similarity after early training and yields,. This paper proposes a soft-target regularization that iteratively trains the network using weighted average of the exponential moving average of past labels and hard labels as target argument of loss.-------------,0.041666666666666664,0.0,0.041666666666666664,0.8111125826835632,0.8771452903747559,0.8428375124931335
https://openreview.net/forum?id=BkCPyXm1l,"This manuscript tries to tackle neural network regularization by blending the target distribution with predictions of the model itself. In this sense it is similar in spirit to scheduled sampling (Bengio et al) and SEARN (Daume et al) DAgger (Ross et al) which consider a ""roll-in"" mixture of the target and model distributions during training. It was clarified in the pre-review questions that these targets are generated on-line rather than from a lagged distribution, which I think makes the algorithm pseudocode somewhat misleading if I understand it correctly.----------------This is an incremental improvement on the idea of label softening/smoothing that has recently been revived, and so the novelty is not that high. The author points out that co-label similarity is better preserved by this method but it doesn't follow that this is causal re: regularization; a natural baseline would be a fixed, soft label distribution, as well as one where the softening/temperature of the label distribution is gradually reduced (as one would expect for this method to do as the model gets closer and closer to reproducing the target distribution).----------------It's an interesting and somewhat appealing idea but the case is not clearly made that this is all that useful. The dropout baselines for MNIST seem quite far from results already in the literature (Srivastava et al 2014 achieves 1.06% with a 3x1024 MLP with dropout and a simple max norm constraint; the dropout baselines here fail to break 1.3% which is rather high by contemporary standards on the permutation-invariant task), and results for CIFAR10 are quite far from the current state of the art, making it difficult to judge the contribution in light of other innovations. The largest benchmark considered is SVHN where the reported accuracies are quite bad indeed; SOTA for single net performance has been less than half the reported error rates for 3-4 years now. It's unclear what conclusions can be drawn about how this would help (or even hurt) in a better-tuned setting.----------------I have remaining reservations about data hygiene, namely reporting minimum test loss/maximum test accuracy rather than an unbiased method for model selection (minimum validation set error, for example). Relatedly, the regularization potential of early stopping on a validation set is not considered. See, e.g. the protocol in Goodfellow et al (2013).",The reviewers unanimously recommend rejection.,This manuscript tries to tackle neural network regularization by blending the target distribution with predictions of the model itself. It's an interesting and somewhat appealing idea but the case is not clearly made that this is all that useful.,facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}",This manuscript tries to tackle neural network regularization by blending the target distribution with predictions of the model itself. It's an interesting and somewhat appealing idea but the case is not clearly made that this is all that useful., This manuscript tries to tackle neural network regularization by blending the target distribution with predictions of the model itself . It's an interesting idea but the case is not clearly made that this is all that useful .,", but this is an incremental improvement on the idea of label softening/smoothing that has recently been revived.----------------This is an incremental improvement on the idea of label softening/",0.04444444444444445,0.0,0.04444444444444445,0.8225005865097046,0.8699073791503906,0.8455400466918945
https://openreview.net/forum?id=B1jnyXXJx,"Summary:--------This paper proposes a regularizer that is claimed to help escaping from the saddle points. The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle would over the error surface which would be pushed away from saddle points due to the saddle point being positively changed as well. Authors of the paper show results over several different datasets.----------------Overview of the Review:--------    Pros:--------        - The idea is very interesting.--------        - The diverse set of results on different datasets.--------    Cons:--------        - The justification is not strong enough.--------        - The paper is not well-written.--------        - Experiments are not convincing enough.----------------Criticisms:----------------I liked the idea and the intuitions coming from the paper. However, I think this paper is not written well. There are some variables introduced in the paper and not explained good-enough, for example in 2.3, the authors start to talk about p without introducing and defining it properly. The only other place it appears before is Equation 6. The Equations need some work as well, some work is needed in terms of improving the flow of the paper, e.g., introducing all the variables properly before using them.----------------Equation 6 appears without a proper explanation and justification. It is necessary to explain it what it means properly since I think this is one of the most important equation in this paper. More analysis on what it means in terms of optimization point of view would also be appreciated.---------------- is not a parameter, it is a function which has its own hyper-parameter . ----------------It would be interesting to report validation or test results on a few tasks as well. Since this method introduced as an additional cost function, its effect on the validation/test results would be interesting as well.--------The authors should discuss more on how they choose the hyper-parameters of their models. ----------------The Figure 2 and 3 does not add too much to the paper and they are very difficult to understand or draw any conclusions from. ----------------There are lots of Figures under 3.4.2 without any labels of captions. Some of them are really small and difficult to understand since the labels on the figures appear very small and somewhat unreadable.------------------------A small question:----------------* Do you also backpropagate through --------?","The paper proposes a method for accelerating optimization near saddle points when training deep neural networks. The idea is to repel the current parameter vector from a running average of recent parameter values. The proposed method is shown to optimize faster than a variety of other methods in a variety of datasets and architectures.    The author presents a fresh idea in the area of stochastic optimization for deep neural networks. However the paper doesn't quite appear to be above the Accept bar, due to remaining doubts about the thoroughness of the experiments.We therefore invite this paper for presentation at the Workshop track.","This paper proposes a regularizer that is claimed to help escaping from the saddle points. The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle over the error surface.",facebook/bart-large-cnn,facebook/bart-large-cnn,"{'facebook/bart-large-cnn': -1.0986123085021973, 'sshleifer/distilbart-cnn-12-6': -1.0986123085021973, 'Falconsai/text_summarization': -1.0986123085021973}","{'facebook/bart-large-cnn': 0.0, 'sshleifer/distilbart-cnn-12-6': 0.0, 'Falconsai/text_summarization': 0.0}","This paper proposes a regularizer that is claimed to help escaping from the saddle points. The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle over the error surface."," The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle would over the error surface which would be pushed away from saddle points due to the saddle point being positively changed as well . Criticisms","is a regularizer that is claimed to help escaping from the saddle points. The method is inspired from physics, such that thinking of the optimization process is moving a positively charged particle would over the error surface which would be",0.2535211267605634,0.08571428571428572,0.18309859154929578,0.8614615201950073,0.8434329628944397,0.8523519039154053
